,meter_reading,hour,minute,day,month,year
2228568,738697.0,0,0,11,7,2022
2228569,738705.0,0,15,11,7,2022
2228570,738712.0,0,30,11,7,2022
2228571,738719.0,0,45,11,7,2022
2228572,738727.0,1,0,11,7,2022
2228573,738734.0,1,15,11,7,2022
2228574,738741.0,1,30,11,7,2022
2228575,738748.0,1,45,11,7,2022
2228576,738756.0,2,0,11,7,2022
2228577,738763.0,2,15,11,7,2022
2228578,738770.0,2,30,11,7,2022
2228579,738777.0,2,45,11,7,2022
2228580,738784.0,3,0,11,7,2022
2228581,738792.0,3,15,11,7,2022
2228582,738799.0,3,30,11,7,2022
2228583,738806.0,3,45,11,7,2022
2228584,738813.0,4,0,11,7,2022
2228585,738821.0,4,15,11,7,2022
2228586,738826.0,4,30,11,7,2022
2228587,738831.0,4,45,11,7,2022
2228588,738836.0,5,0,11,7,2022
2228589,738841.0,5,15,11,7,2022
2228590,738847.0,5,30,11,7,2022
2228591,738852.0,5,45,11,7,2022
2228592,738858.0,6,0,11,7,2022
2228593,738864.0,6,15,11,7,2022
2228594,738872.0,6,30,11,7,2022
2228595,738879.0,6,45,11,7,2022
2228596,738888.0,7,0,11,7,2022
2228597,738895.0,7,15,11,7,2022
2228598,738903.0,7,30,11,7,2022
2228599,738913.0,7,45,11,7,2022
2228600,738923.0,8,0,11,7,2022
2228601,738934.0,8,15,11,7,2022
2228602,738946.0,8,30,11,7,2022
2228603,738957.0,8,45,11,7,2022
2228604,738968.0,9,0,11,7,2022
2228605,738979.0,9,15,11,7,2022
2228606,738991.0,9,30,11,7,2022
2228607,739003.0,9,45,11,7,2022
2228608,739014.0,10,0,11,7,2022
2228609,739026.0,10,15,11,7,2022
2228610,739038.0,10,30,11,7,2022
2228611,739050.0,10,45,11,7,2022
2228612,739062.0,11,0,11,7,2022
2228613,739074.0,11,15,11,7,2022
2228614,739086.0,11,30,11,7,2022
2228615,739100.0,11,45,11,7,2022
2228616,739115.0,12,0,11,7,2022
2228617,739129.0,12,15,11,7,2022
2228618,739143.0,12,30,11,7,2022
2228619,739157.0,12,45,11,7,2022
2228620,739172.0,13,0,11,7,2022
2228621,739186.0,13,15,11,7,2022
2228622,739201.0,13,30,11,7,2022
2228623,739214.0,13,45,11,7,2022
2228624,739228.0,14,0,11,7,2022
2228625,739243.0,14,15,11,7,2022
2228626,739257.0,14,30,11,7,2022
2228627,739271.0,14,45,11,7,2022
2228628,739285.0,15,0,11,7,2022
2228629,739300.0,15,15,11,7,2022
2228630,739313.0,15,30,11,7,2022
2228631,739328.0,15,45,11,7,2022
2228632,739342.0,16,0,11,7,2022
2228633,739357.0,16,15,11,7,2022
2228634,739370.0,16,30,11,7,2022
2228635,739381.0,16,45,11,7,2022
2228636,739391.0,17,0,11,7,2022
2228637,739402.0,17,15,11,7,2022
2228638,739412.0,17,30,11,7,2022
2228639,739422.0,17,45,11,7,2022
2228640,739433.0,18,0,11,7,2022
2228641,739443.0,18,15,11,7,2022
2228642,739453.0,18,30,11,7,2022
2228643,739461.0,18,45,11,7,2022
2228644,739468.0,19,0,11,7,2022
2228645,739475.0,19,15,11,7,2022
2228646,739480.0,19,30,11,7,2022
2228647,739487.0,19,45,11,7,2022
2228648,739492.0,20,0,11,7,2022
2228649,739498.0,20,15,11,7,2022
2228650,739503.0,20,30,11,7,2022
2228651,739509.0,20,45,11,7,2022
2228652,739515.0,21,0,11,7,2022
2228653,739520.0,21,15,11,7,2022
2228654,739526.0,21,30,11,7,2022
2228655,739532.0,21,45,11,7,2022
2228656,739537.0,22,0,11,7,2022
2228657,739543.0,22,15,11,7,2022
2228658,739548.0,22,30,11,7,2022
2228659,739554.0,22,45,11,7,2022
2228660,739559.0,23,0,11,7,2022
2228661,739565.0,23,15,11,7,2022
2228662,739570.0,23,30,11,7,2022
2228663,739576.0,23,45,11,7,2022
2228664,739581.0,0,0,12,7,2022
2228665,739586.0,0,15,12,7,2022
2228666,739592.0,0,30,12,7,2022
2228667,739598.0,0,45,12,7,2022
2228668,739606.0,1,0,12,7,2022
2228669,739613.0,1,15,12,7,2022
2228670,739621.0,1,30,12,7,2022
2228671,739628.0,1,45,12,7,2022
2228672,739635.0,2,0,12,7,2022
2228673,739642.0,2,15,12,7,2022
2228674,739649.0,2,30,12,7,2022
2228675,739656.0,2,45,12,7,2022
2228676,739664.0,3,0,12,7,2022
2228677,739672.0,3,15,12,7,2022
2228678,739679.0,3,30,12,7,2022
2228679,739686.0,3,45,12,7,2022
2228680,739693.0,4,0,12,7,2022
2228681,739700.0,4,15,12,7,2022
2228682,739707.0,4,30,12,7,2022
2228683,739715.0,4,45,12,7,2022
2228684,739721.0,5,0,12,7,2022
2228685,739728.0,5,15,12,7,2022
2228686,739736.0,5,30,12,7,2022
2228687,739743.0,5,45,12,7,2022
2228688,739750.0,6,0,12,7,2022
2228689,739758.0,6,15,12,7,2022
2228690,739767.0,6,30,12,7,2022
2228691,739775.0,6,45,12,7,2022
2228692,739783.0,7,0,12,7,2022
2228693,739791.0,7,15,12,7,2022
2228694,739799.0,7,30,12,7,2022
2228695,739808.0,7,45,12,7,2022
2228696,739819.0,8,0,12,7,2022
2228697,739830.0,8,15,12,7,2022
2228698,739842.0,8,30,12,7,2022
2228699,739853.0,8,45,12,7,2022
2228700,739864.0,9,0,12,7,2022
2228701,739876.0,9,15,12,7,2022
2228702,739887.0,9,30,12,7,2022
2228703,739900.0,9,45,12,7,2022
2228704,739912.0,10,0,12,7,2022
2228705,739924.0,10,15,12,7,2022
2228706,739937.0,10,30,12,7,2022
2228707,739950.0,10,45,12,7,2022
2228708,739963.0,11,0,12,7,2022
2228709,739977.0,11,15,12,7,2022
2228710,739992.0,11,30,12,7,2022
2228711,740006.0,11,45,12,7,2022
2228712,740021.0,12,0,12,7,2022
2228713,740035.0,12,15,12,7,2022
2228714,740049.0,12,30,12,7,2022
2228715,740064.0,12,45,12,7,2022
2228716,740078.0,13,0,12,7,2022
2228717,740093.0,13,15,12,7,2022
2228718,740107.0,13,30,12,7,2022
2228719,740121.0,13,45,12,7,2022
2228720,740135.0,14,0,12,7,2022
2228721,740150.0,14,15,12,7,2022
2228722,740164.0,14,30,12,7,2022
2228723,740178.0,14,45,12,7,2022
2228724,740193.0,15,0,12,7,2022
2228725,740207.0,15,15,12,7,2022
2228726,740221.0,15,30,12,7,2022
2228727,740235.0,15,45,12,7,2022
2228728,740250.0,16,0,12,7,2022
2228729,740264.0,16,15,12,7,2022
2228730,740276.0,16,30,12,7,2022
2228731,740288.0,16,45,12,7,2022
2228732,740298.0,17,0,12,7,2022
2228733,740308.0,17,15,12,7,2022
2228734,740319.0,17,30,12,7,2022
2228735,740330.0,17,45,12,7,2022
2228736,740340.0,18,0,12,7,2022
2228737,740350.0,18,15,12,7,2022
2228738,740360.0,18,30,12,7,2022
2228739,740369.0,18,45,12,7,2022
2228740,740380.0,19,0,12,7,2022
2228741,740386.0,19,15,12,7,2022
2228742,740393.0,19,30,12,7,2022
2228743,740398.0,19,45,12,7,2022
2228744,740404.0,20,0,12,7,2022
2228745,740409.0,20,15,12,7,2022
2228746,740415.0,20,30,12,7,2022
2228747,740420.0,20,45,12,7,2022
2228748,740427.0,21,0,12,7,2022
2228749,740432.0,21,15,12,7,2022
2228750,740437.0,21,30,12,7,2022
2228751,740442.0,21,45,12,7,2022
2228752,740448.0,22,0,12,7,2022
2228753,740454.0,22,15,12,7,2022
2228754,740460.0,22,30,12,7,2022
2228755,740465.0,22,45,12,7,2022
2228756,740471.0,23,0,12,7,2022
2228757,740476.0,23,15,12,7,2022
2228758,740482.0,23,30,12,7,2022
2228759,740487.0,23,45,12,7,2022
2228760,740493.0,0,0,13,7,2022
2228761,740498.0,0,15,13,7,2022
2228762,740504.0,0,30,13,7,2022
2228763,740510.0,0,45,13,7,2022
2228764,740515.0,1,0,13,7,2022
2228765,740521.0,1,15,13,7,2022
2228766,740526.0,1,30,13,7,2022
2228767,740532.0,1,45,13,7,2022
2228768,740537.0,2,0,13,7,2022
2228769,740542.0,2,15,13,7,2022
2228770,740548.0,2,30,13,7,2022
2228771,740554.0,2,45,13,7,2022
2228772,740560.0,3,0,13,7,2022
2228773,740566.0,3,15,13,7,2022
2228774,740573.0,3,30,13,7,2022
2228775,740580.0,3,45,13,7,2022
2228776,740588.0,4,0,13,7,2022
2228777,740595.0,4,15,13,7,2022
2228778,740602.0,4,30,13,7,2022
2228779,740610.0,4,45,13,7,2022
2228780,740617.0,5,0,13,7,2022
2228781,740625.0,5,15,13,7,2022
2228782,740631.0,5,30,13,7,2022
2228783,740638.0,5,45,13,7,2022
2228784,740646.0,6,0,13,7,2022
2228785,740655.0,6,15,13,7,2022
2228786,740664.0,6,30,13,7,2022
2228787,740674.0,6,45,13,7,2022
2228788,740684.0,7,0,13,7,2022
2228789,740694.0,7,15,13,7,2022
2228790,740704.0,7,30,13,7,2022
2228791,740716.0,7,45,13,7,2022
2228792,740728.0,8,0,13,7,2022
2228793,740741.0,8,15,13,7,2022
2228794,740754.0,8,30,13,7,2022
2228795,740767.0,8,45,13,7,2022
2228796,740781.0,9,0,13,7,2022
2228797,740794.0,9,15,13,7,2022
2228798,740808.0,9,30,13,7,2022
2228799,740821.0,9,45,13,7,2022
2228800,740836.0,10,0,13,7,2022
2228801,740850.0,10,15,13,7,2022
2228802,740864.0,10,30,13,7,2022
2228803,740878.0,10,45,13,7,2022
2228804,740893.0,11,0,13,7,2022
2228805,740906.0,11,15,13,7,2022
2228806,740920.0,11,30,13,7,2022
2228807,740935.0,11,45,13,7,2022
2228808,740948.0,12,0,13,7,2022
2228809,740963.0,12,15,13,7,2022
2228810,740978.0,12,30,13,7,2022
2228811,740992.0,12,45,13,7,2022
2228812,741005.0,13,0,13,7,2022
2228813,741019.0,13,15,13,7,2022
2228814,741033.0,13,30,13,7,2022
2228815,741047.0,13,45,13,7,2022
2228816,741061.0,14,0,13,7,2022
2228817,741076.0,14,15,13,7,2022
2228818,741090.0,14,30,13,7,2022
2228819,741103.0,14,45,13,7,2022
2228820,741118.0,15,0,13,7,2022
2228821,741132.0,15,15,13,7,2022
2228822,741147.0,15,30,13,7,2022
2228823,741162.0,15,45,13,7,2022
2228824,741176.0,16,0,13,7,2022
2228825,741190.0,16,15,13,7,2022
2228826,741203.0,16,30,13,7,2022
2228827,741214.0,16,45,13,7,2022
2228828,741225.0,17,0,13,7,2022
2228829,741236.0,17,15,13,7,2022
2228830,741246.0,17,30,13,7,2022
2228831,741256.0,17,45,13,7,2022
2228832,741267.0,18,0,13,7,2022
2228833,741277.0,18,15,13,7,2022
2228834,741287.0,18,30,13,7,2022
2228835,741294.0,18,45,13,7,2022
2228836,741303.0,19,0,13,7,2022
2228837,741309.0,19,15,13,7,2022
2228838,741315.0,19,30,13,7,2022
2228839,741320.0,19,45,13,7,2022
2228840,741327.0,20,0,13,7,2022
2228841,741332.0,20,15,13,7,2022
2228842,741338.0,20,30,13,7,2022
2228843,741343.0,20,45,13,7,2022
2228844,741349.0,21,0,13,7,2022
2228845,741354.0,21,15,13,7,2022
2228846,741360.0,21,30,13,7,2022
2228847,741366.0,21,45,13,7,2022
2228848,741372.0,22,0,13,7,2022
2228849,741377.0,22,15,13,7,2022
2228850,741383.0,22,30,13,7,2022
2228851,741389.0,22,45,13,7,2022
2228852,741394.0,23,0,13,7,2022
2228853,741400.0,23,15,13,7,2022
2228854,741405.0,23,30,13,7,2022
2228855,741410.0,23,45,13,7,2022
2228856,741416.0,0,0,14,7,2022
2228857,741422.0,0,15,14,7,2022
2228858,741427.0,0,30,14,7,2022
2228859,741433.0,0,45,14,7,2022
2228860,741439.0,1,0,14,7,2022
2228861,741447.0,1,15,14,7,2022
2228862,741454.0,1,30,14,7,2022
2228863,741461.0,1,45,14,7,2022
2228864,741468.0,2,0,14,7,2022
2228865,741476.0,2,15,14,7,2022
2228866,741483.0,2,30,14,7,2022
2228867,741491.0,2,45,14,7,2022
2228868,741498.0,3,0,14,7,2022
2228869,741506.0,3,15,14,7,2022
2228870,741513.0,3,30,14,7,2022
2228871,741521.0,3,45,14,7,2022
2228872,741528.0,4,0,14,7,2022
2228873,741536.0,4,15,14,7,2022
2228874,741542.0,4,30,14,7,2022
2228875,741550.0,4,45,14,7,2022
2228876,741557.0,5,0,14,7,2022
2228877,741564.0,5,15,14,7,2022
2228878,741572.0,5,30,14,7,2022
2228879,741579.0,5,45,14,7,2022
2228880,741586.0,6,0,14,7,2022
2228881,741595.0,6,15,14,7,2022
2228882,741605.0,6,30,14,7,2022
2228883,741616.0,6,45,14,7,2022
2228884,741625.0,7,0,14,7,2022
2228885,741634.0,7,15,14,7,2022
2228886,741645.0,7,30,14,7,2022
2228887,741656.0,7,45,14,7,2022
2228888,741667.0,8,0,14,7,2022
2228889,741677.0,8,15,14,7,2022
2228890,741689.0,8,30,14,7,2022
2228891,741700.0,8,45,14,7,2022
2228892,741711.0,9,0,14,7,2022
2228893,741722.0,9,15,14,7,2022
2228894,741734.0,9,30,14,7,2022
2228895,741746.0,9,45,14,7,2022
2228896,741758.0,10,0,14,7,2022
2228897,741770.0,10,15,14,7,2022
2228898,741782.0,10,30,14,7,2022
2228899,741793.0,10,45,14,7,2022
2228900,741805.0,11,0,14,7,2022
2228901,741818.0,11,15,14,7,2022
2228902,741829.0,11,30,14,7,2022
2228903,741842.0,11,45,14,7,2022
2228904,741854.0,12,0,14,7,2022
2228905,741867.0,12,15,14,7,2022
2228906,741879.0,12,30,14,7,2022
2228907,741891.0,12,45,14,7,2022
2228908,741903.0,13,0,14,7,2022
2228909,741916.0,13,15,14,7,2022
2228910,741928.0,13,30,14,7,2022
2228911,741942.0,13,45,14,7,2022
2228912,741957.0,14,0,14,7,2022
2228913,741971.0,14,15,14,7,2022
2228914,741985.0,14,30,14,7,2022
2228915,742000.0,14,45,14,7,2022
2228916,742014.0,15,0,14,7,2022
2228917,742028.0,15,15,14,7,2022
2228918,742042.0,15,30,14,7,2022
2228919,742057.0,15,45,14,7,2022
2228920,742072.0,16,0,14,7,2022
2228921,742085.0,16,15,14,7,2022
2228922,742098.0,16,30,14,7,2022
2228923,742110.0,16,45,14,7,2022
2228924,742120.0,17,0,14,7,2022
2228925,742130.0,17,15,14,7,2022
2228926,742141.0,17,30,14,7,2022
2228927,742152.0,17,45,14,7,2022
2228928,742162.0,18,0,14,7,2022
2228929,742173.0,18,15,14,7,2022
2228930,742183.0,18,30,14,7,2022
2228931,742193.0,18,45,14,7,2022
2228932,742202.0,19,0,14,7,2022
2228933,742208.0,19,15,14,7,2022
2228934,742215.0,19,30,14,7,2022
2228935,742220.0,19,45,14,7,2022
2228936,742226.0,20,0,14,7,2022
2228937,742232.0,20,15,14,7,2022
2228938,742238.0,20,30,14,7,2022
2228939,742243.0,20,45,14,7,2022
2228940,742249.0,21,0,14,7,2022
2228941,742254.0,21,15,14,7,2022
2228942,742260.0,21,30,14,7,2022
2228943,742266.0,21,45,14,7,2022
2228944,742271.0,22,0,14,7,2022
2228945,742277.0,22,15,14,7,2022
2228946,742282.0,22,30,14,7,2022
2228947,742289.0,22,45,14,7,2022
2228948,742294.0,23,0,14,7,2022
2228949,742300.0,23,15,14,7,2022
2228950,742305.0,23,30,14,7,2022
2228951,742311.0,23,45,14,7,2022
2228952,742316.0,0,0,15,7,2022
2228953,742322.0,0,15,15,7,2022
2228954,742327.0,0,30,15,7,2022
2228955,742333.0,0,45,15,7,2022
2228956,742338.0,1,0,15,7,2022
2228957,742344.0,1,15,15,7,2022
2228958,742349.0,1,30,15,7,2022
2228959,742354.0,1,45,15,7,2022
2228960,742360.0,2,0,15,7,2022
2228961,742365.0,2,15,15,7,2022
2228962,742372.0,2,30,15,7,2022
2228963,742377.0,2,45,15,7,2022
2228964,742383.0,3,0,15,7,2022
2228965,742388.0,3,15,15,7,2022
2228966,742394.0,3,30,15,7,2022
2228967,742399.0,3,45,15,7,2022
2228968,742404.0,4,0,15,7,2022
2228969,742410.0,4,15,15,7,2022
2228970,742415.0,4,30,15,7,2022
2228971,742420.0,4,45,15,7,2022
2228972,742426.0,5,0,15,7,2022
2228973,742431.0,5,15,15,7,2022
2228974,742436.0,5,30,15,7,2022
2228975,742442.0,5,45,15,7,2022
2228976,742449.0,6,0,15,7,2022
2228977,742457.0,6,15,15,7,2022
2228978,742467.0,6,30,15,7,2022
2228979,742476.0,6,45,15,7,2022
2228980,742486.0,7,0,15,7,2022
2228981,742496.0,7,15,15,7,2022
2228982,742506.0,7,30,15,7,2022
2228983,742517.0,7,45,15,7,2022
2228984,742531.0,8,0,15,7,2022
2228985,742543.0,8,15,15,7,2022
2228986,742556.0,8,30,15,7,2022
2228987,742569.0,8,45,15,7,2022
2228988,742582.0,9,0,15,7,2022
2228989,742596.0,9,15,15,7,2022
2228990,742609.0,9,30,15,7,2022
2228991,742623.0,9,45,15,7,2022
2228992,742636.0,10,0,15,7,2022
2228993,742650.0,10,15,15,7,2022
2228994,742663.0,10,30,15,7,2022
2228995,742676.0,10,45,15,7,2022
2228996,742691.0,11,0,15,7,2022
2228997,742704.0,11,15,15,7,2022
2228998,742718.0,11,30,15,7,2022
2228999,742732.0,11,45,15,7,2022
2229000,742746.0,12,0,15,7,2022
2229001,742760.0,12,15,15,7,2022
2229002,742774.0,12,30,15,7,2022
2229003,742788.0,12,45,15,7,2022
2229004,742802.0,13,0,15,7,2022
2229005,742816.0,13,15,15,7,2022
2229006,742830.0,13,30,15,7,2022
2229007,742845.0,13,45,15,7,2022
2229008,742859.0,14,0,15,7,2022
2229009,742873.0,14,15,15,7,2022
2229010,742887.0,14,30,15,7,2022
2229011,742901.0,14,45,15,7,2022
2229012,742915.0,15,0,15,7,2022
2229013,742929.0,15,15,15,7,2022
2229014,742944.0,15,30,15,7,2022
2229015,742957.0,15,45,15,7,2022
2229016,742971.0,16,0,15,7,2022
2229017,742985.0,16,15,15,7,2022
2229018,742998.0,16,30,15,7,2022
2229019,743009.0,16,45,15,7,2022
2229020,743020.0,17,0,15,7,2022
2229021,743030.0,17,15,15,7,2022
2229022,743040.0,17,30,15,7,2022
2229023,743050.0,17,45,15,7,2022
2229024,743061.0,18,0,15,7,2022
2229025,743071.0,18,15,15,7,2022
2229026,743081.0,18,30,15,7,2022
2229027,743091.0,18,45,15,7,2022
2229028,743098.0,19,0,15,7,2022
2229029,743105.0,19,15,15,7,2022
2229030,743111.0,19,30,15,7,2022
2229031,743116.0,19,45,15,7,2022
2229032,743122.0,20,0,15,7,2022
2229033,743128.0,20,15,15,7,2022
2229034,743133.0,20,30,15,7,2022
2229035,743139.0,20,45,15,7,2022
2229036,743145.0,21,0,15,7,2022
2229037,743151.0,21,15,15,7,2022
2229038,743156.0,21,30,15,7,2022
2229039,743162.0,21,45,15,7,2022
2229040,743167.0,22,0,15,7,2022
2229041,743173.0,22,15,15,7,2022
2229042,743178.0,22,30,15,7,2022
2229043,743184.0,22,45,15,7,2022
2229044,743190.0,23,0,15,7,2022
2229045,743195.0,23,15,15,7,2022
2229046,743201.0,23,30,15,7,2022
2229047,743206.0,23,45,15,7,2022
2229048,743212.0,0,0,16,7,2022
2229049,743217.0,0,15,16,7,2022
2229050,743223.0,0,30,16,7,2022
2229051,743228.0,0,45,16,7,2022
2229052,743234.0,1,0,16,7,2022
2229053,743239.0,1,15,16,7,2022
2229054,743245.0,1,30,16,7,2022
2229055,743250.0,1,45,16,7,2022
2229056,743256.0,2,0,16,7,2022
2229057,743262.0,2,15,16,7,2022
2229058,743270.0,2,30,16,7,2022
2229059,743277.0,2,45,16,7,2022
2229060,743285.0,3,0,16,7,2022
2229061,743292.0,3,15,16,7,2022
2229062,743299.0,3,30,16,7,2022
2229063,743307.0,3,45,16,7,2022
2229064,743314.0,4,0,16,7,2022
2229065,743322.0,4,15,16,7,2022
2229066,743329.0,4,30,16,7,2022
2229067,743337.0,4,45,16,7,2022
2229068,743343.0,5,0,16,7,2022
2229069,743351.0,5,15,16,7,2022
2229070,743358.0,5,30,16,7,2022
2229071,743365.0,5,45,16,7,2022
2229072,743373.0,6,0,16,7,2022
2229073,743380.0,6,15,16,7,2022
2229074,743386.0,6,30,16,7,2022
2229075,743394.0,6,45,16,7,2022
2229076,743401.0,7,0,16,7,2022
2229077,743408.0,7,15,16,7,2022
2229078,743415.0,7,30,16,7,2022
2229079,743423.0,7,45,16,7,2022
2229080,743429.0,8,0,16,7,2022
2229081,743437.0,8,15,16,7,2022
2229082,743443.0,8,30,16,7,2022
2229083,743451.0,8,45,16,7,2022
2229084,743458.0,9,0,16,7,2022
2229085,743465.0,9,15,16,7,2022
2229086,743473.0,9,30,16,7,2022
2229087,743479.0,9,45,16,7,2022
2229088,743487.0,10,0,16,7,2022
2229089,743494.0,10,15,16,7,2022
2229090,743502.0,10,30,16,7,2022
2229091,743509.0,10,45,16,7,2022
2229092,743516.0,11,0,16,7,2022
2229093,743524.0,11,15,16,7,2022
2229094,743530.0,11,30,16,7,2022
2229095,743538.0,11,45,16,7,2022
2229096,743546.0,12,0,16,7,2022
2229097,743553.0,12,15,16,7,2022
2229098,743561.0,12,30,16,7,2022
2229099,743568.0,12,45,16,7,2022
2229100,743576.0,13,0,16,7,2022
2229101,743583.0,13,15,16,7,2022
2229102,743591.0,13,30,16,7,2022
2229103,743598.0,13,45,16,7,2022
2229104,743606.0,14,0,16,7,2022
2229105,743613.0,14,15,16,7,2022
2229106,743621.0,14,30,16,7,2022
2229107,743629.0,14,45,16,7,2022
2229108,743636.0,15,0,16,7,2022
2229109,743644.0,15,15,16,7,2022
2229110,743652.0,15,30,16,7,2022
2229111,743659.0,15,45,16,7,2022
2229112,743667.0,16,0,16,7,2022
2229113,743675.0,16,15,16,7,2022
2229114,743683.0,16,30,16,7,2022
2229115,743690.0,16,45,16,7,2022
2229116,743697.0,17,0,16,7,2022
2229117,743705.0,17,15,16,7,2022
2229118,743712.0,17,30,16,7,2022
2229119,743721.0,17,45,16,7,2022
2229120,743728.0,18,0,16,7,2022
2229121,743736.0,18,15,16,7,2022
2229122,743744.0,18,30,16,7,2022
2229123,743750.0,18,45,16,7,2022
2229124,743758.0,19,0,16,7,2022
2229125,743766.0,19,15,16,7,2022
2229126,743774.0,19,30,16,7,2022
2229127,743782.0,19,45,16,7,2022
2229128,743789.0,20,0,16,7,2022
2229129,743797.0,20,15,16,7,2022
2229130,743804.0,20,30,16,7,2022
2229131,743812.0,20,45,16,7,2022
2229132,743819.0,21,0,16,7,2022
2229133,743827.0,21,15,16,7,2022
2229134,743834.0,21,30,16,7,2022
2229135,743842.0,21,45,16,7,2022
2229136,743849.0,22,0,16,7,2022
2229137,743856.0,22,15,16,7,2022
2229138,743864.0,22,30,16,7,2022
2229139,743871.0,22,45,16,7,2022
2229140,743879.0,23,0,16,7,2022
2229141,743886.0,23,15,16,7,2022
2229142,743894.0,23,30,16,7,2022
2229143,743900.0,23,45,16,7,2022
2229144,743908.0,0,0,17,7,2022
2229145,743915.0,0,15,17,7,2022
2229146,743923.0,0,30,17,7,2022
2229147,743930.0,0,45,17,7,2022
2229148,743937.0,1,0,17,7,2022
2229149,743945.0,1,15,17,7,2022
2229150,743952.0,1,30,17,7,2022
2229151,743960.0,1,45,17,7,2022
2229152,743967.0,2,0,17,7,2022
2229153,743974.0,2,15,17,7,2022
2229154,743982.0,2,30,17,7,2022
2229155,743989.0,2,45,17,7,2022
2229156,743996.0,3,0,17,7,2022
2229157,744003.0,3,15,17,7,2022
2229158,744011.0,3,30,17,7,2022
2229159,744018.0,3,45,17,7,2022
2229160,744026.0,4,0,17,7,2022
2229161,744032.0,4,15,17,7,2022
2229162,744039.0,4,30,17,7,2022
2229163,744047.0,4,45,17,7,2022
2229164,744054.0,5,0,17,7,2022
2229165,744061.0,5,15,17,7,2022
2229166,744069.0,5,30,17,7,2022
2229167,744076.0,5,45,17,7,2022
2229168,744084.0,6,0,17,7,2022
2229169,744090.0,6,15,17,7,2022
2229170,744098.0,6,30,17,7,2022
2229171,744105.0,6,45,17,7,2022
2229172,744112.0,7,0,17,7,2022
2229173,744119.0,7,15,17,7,2022
2229174,744126.0,7,30,17,7,2022
2229175,744134.0,7,45,17,7,2022
2229176,744140.0,8,0,17,7,2022
2229177,744148.0,8,15,17,7,2022
2229178,744155.0,8,30,17,7,2022
2229179,744162.0,8,45,17,7,2022
2229180,744169.0,9,0,17,7,2022
2229181,744176.0,9,15,17,7,2022
2229182,744184.0,9,30,17,7,2022
2229183,744191.0,9,45,17,7,2022
2229184,744198.0,10,0,17,7,2022
2229185,744205.0,10,15,17,7,2022
2229186,744213.0,10,30,17,7,2022
2229187,744220.0,10,45,17,7,2022
2229188,744228.0,11,0,17,7,2022
2229189,744235.0,11,15,17,7,2022
2229190,744243.0,11,30,17,7,2022
2229191,744251.0,11,45,17,7,2022
2229192,744258.0,12,0,17,7,2022
2229193,744266.0,12,15,17,7,2022
2229194,744273.0,12,30,17,7,2022
2229195,744281.0,12,45,17,7,2022
2229196,744288.0,13,0,17,7,2022
2229197,744296.0,13,15,17,7,2022
2229198,744304.0,13,30,17,7,2022
2229199,744311.0,13,45,17,7,2022
2229200,744318.0,14,0,17,7,2022
2229201,744326.0,14,15,17,7,2022
2229202,744334.0,14,30,17,7,2022
2229203,744341.0,14,45,17,7,2022
2229204,744349.0,15,0,17,7,2022
2229205,744356.0,15,15,17,7,2022
2229206,744363.0,15,30,17,7,2022
2229207,744371.0,15,45,17,7,2022
2229208,744378.0,16,0,17,7,2022
2229209,744385.0,16,15,17,7,2022
2229210,744393.0,16,30,17,7,2022
2229211,744401.0,16,45,17,7,2022
2229212,744408.0,17,0,17,7,2022
2229213,744416.0,17,15,17,7,2022
2229214,744424.0,17,30,17,7,2022
2229215,744431.0,17,45,17,7,2022
2229216,744439.0,18,0,17,7,2022
2229217,744448.0,18,15,17,7,2022
2229218,744455.0,18,30,17,7,2022
2229219,744463.0,18,45,17,7,2022
2229220,744470.0,19,0,17,7,2022
2229221,744478.0,19,15,17,7,2022
2229222,744486.0,19,30,17,7,2022
2229223,744493.0,19,45,17,7,2022
2229224,744502.0,20,0,17,7,2022
2229225,744509.0,20,15,17,7,2022
2229226,744517.0,20,30,17,7,2022
2229227,744524.0,20,45,17,7,2022
2229228,744532.0,21,0,17,7,2022
2229229,744540.0,21,15,17,7,2022
2229230,744547.0,21,30,17,7,2022
2229231,744555.0,21,45,17,7,2022
2229232,744561.0,22,0,17,7,2022
2229233,744569.0,22,15,17,7,2022
2229234,744576.0,22,30,17,7,2022
2229235,744584.0,22,45,17,7,2022
2229236,744591.0,23,0,17,7,2022
2229237,744599.0,23,15,17,7,2022
2229238,744606.0,23,30,17,7,2022
2229239,744614.0,23,45,17,7,2022
2229240,744621.0,0,0,18,7,2022
2229241,744629.0,0,15,18,7,2022
2229242,744636.0,0,30,18,7,2022
2229243,744644.0,0,45,18,7,2022
2229244,744651.0,1,0,18,7,2022
2229245,744659.0,1,15,18,7,2022
2229246,744666.0,1,30,18,7,2022
2229247,744674.0,1,45,18,7,2022
2229248,744681.0,2,0,18,7,2022
2229249,744688.0,2,15,18,7,2022
2229250,744695.0,2,30,18,7,2022
2229251,744703.0,2,45,18,7,2022
2229252,744710.0,3,0,18,7,2022
2229253,744718.0,3,15,18,7,2022
2229254,744725.0,3,30,18,7,2022
2229255,744732.0,3,45,18,7,2022
2229256,744739.0,4,0,18,7,2022
2229257,744746.0,4,15,18,7,2022
2229258,744754.0,4,30,18,7,2022
2229259,744761.0,4,45,18,7,2022
2229260,744768.0,5,0,18,7,2022
2229261,744776.0,5,15,18,7,2022
2229262,744782.0,5,30,18,7,2022
2229263,744790.0,5,45,18,7,2022
2229264,744797.0,6,0,18,7,2022
2229265,744806.0,6,15,18,7,2022
2229266,744815.0,6,30,18,7,2022
