,datetime,meter_reading,hour,minute,day,month,year
979964,2022-11-03 16:30:00,833018.0,16,30,3,11,2022
979965,2022-11-03 16:45:00,833027.0,16,45,3,11,2022
979966,2022-11-03 17:00:00,833036.0,17,0,3,11,2022
979967,2022-11-03 17:15:00,833045.0,17,15,3,11,2022
979968,2022-11-03 17:30:00,833053.0,17,30,3,11,2022
979969,2022-11-03 17:45:00,833061.0,17,45,3,11,2022
979970,2022-11-03 18:00:00,833068.0,18,0,3,11,2022
979971,2022-11-03 18:15:00,833076.0,18,15,3,11,2022
979972,2022-11-03 18:30:00,833084.0,18,30,3,11,2022
979973,2022-11-03 18:45:00,833090.0,18,45,3,11,2022
979974,2022-11-03 19:00:00,833096.0,19,0,3,11,2022
979975,2022-11-03 19:15:00,833100.0,19,15,3,11,2022
979976,2022-11-03 19:30:00,833103.0,19,30,3,11,2022
979977,2022-11-03 19:45:00,833107.0,19,45,3,11,2022
979978,2022-11-03 20:00:00,833110.0,20,0,3,11,2022
979979,2022-11-03 20:15:00,833114.0,20,15,3,11,2022
979980,2022-11-03 20:30:00,833118.0,20,30,3,11,2022
979981,2022-11-03 20:45:00,833121.0,20,45,3,11,2022
979982,2022-11-03 21:00:00,833124.0,21,0,3,11,2022
979983,2022-11-03 21:15:00,833127.0,21,15,3,11,2022
979984,2022-11-03 21:30:00,833131.0,21,30,3,11,2022
979985,2022-11-03 21:45:00,833134.0,21,45,3,11,2022
979986,2022-11-03 22:00:00,833137.0,22,0,3,11,2022
979987,2022-11-03 22:15:00,833141.0,22,15,3,11,2022
979988,2022-11-03 22:30:00,833144.0,22,30,3,11,2022
979989,2022-11-03 22:45:00,833147.0,22,45,3,11,2022
979990,2022-11-03 23:00:00,833151.0,23,0,3,11,2022
979991,2022-11-03 23:15:00,833154.0,23,15,3,11,2022
979992,2022-11-03 23:30:00,833157.0,23,30,3,11,2022
979993,2022-11-03 23:45:00,833160.0,23,45,3,11,2022
979994,2022-11-04 00:00:00,833164.0,0,0,4,11,2022
979995,2022-11-04 00:15:00,833167.0,0,15,4,11,2022
979996,2022-11-04 00:30:00,833170.0,0,30,4,11,2022
979997,2022-11-04 00:45:00,833174.0,0,45,4,11,2022
979998,2022-11-04 01:00:00,833176.0,1,0,4,11,2022
979999,2022-11-04 01:15:00,833180.0,1,15,4,11,2022
980000,2022-11-04 01:30:00,833183.0,1,30,4,11,2022
980001,2022-11-04 01:45:00,833186.0,1,45,4,11,2022
980002,2022-11-04 02:00:00,833190.0,2,0,4,11,2022
980003,2022-11-04 02:15:00,833193.0,2,15,4,11,2022
980004,2022-11-04 02:30:00,833196.0,2,30,4,11,2022
980005,2022-11-04 02:45:00,833199.0,2,45,4,11,2022
980006,2022-11-04 03:00:00,833203.0,3,0,4,11,2022
980007,2022-11-04 03:15:00,833206.0,3,15,4,11,2022
980008,2022-11-04 03:30:00,833211.0,3,30,4,11,2022
980009,2022-11-04 03:45:00,833216.0,3,45,4,11,2022
980010,2022-11-04 04:00:00,833222.0,4,0,4,11,2022
980011,2022-11-04 04:15:00,833227.0,4,15,4,11,2022
980012,2022-11-04 04:30:00,833234.0,4,30,4,11,2022
980013,2022-11-04 04:45:00,833239.0,4,45,4,11,2022
980014,2022-11-04 05:00:00,833245.0,5,0,4,11,2022
980015,2022-11-04 05:15:00,833250.0,5,15,4,11,2022
980016,2022-11-04 05:30:00,833256.0,5,30,4,11,2022
980017,2022-11-04 05:45:00,833262.0,5,45,4,11,2022
980018,2022-11-04 06:00:00,833270.0,6,0,4,11,2022
980019,2022-11-04 06:15:00,833277.0,6,15,4,11,2022
980020,2022-11-04 06:30:00,833286.0,6,30,4,11,2022
980021,2022-11-04 06:45:00,833292.0,6,45,4,11,2022
980022,2022-11-04 07:00:00,833299.0,7,0,4,11,2022
980023,2022-11-04 07:15:00,833305.0,7,15,4,11,2022
980024,2022-11-04 07:30:00,833312.0,7,30,4,11,2022
980025,2022-11-04 07:45:00,833319.0,7,45,4,11,2022
980026,2022-11-04 08:00:00,833330.0,8,0,4,11,2022
980027,2022-11-04 08:15:00,833341.0,8,15,4,11,2022
980028,2022-11-04 08:30:00,833352.0,8,30,4,11,2022
